name,priority,sector,category,website
Alem & Associates,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Allsopp & Allsopp,P3 · Secondary,Professional & Financial,Real Estate & Property,
Alpadis Corporate Services ME Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Alpha Data,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Alpha Development Middle East Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Alsayegh Media,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Alsoum Realestate,P3 · Secondary,Professional & Financial,Real Estate & Property,
Amazon Web Services UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Amicorp Advisory Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Amina Bank,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Antelope Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Apex Corporate Services (ME) Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Apex Fund Services,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Aquanow,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Arab Bank Switzerland,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Arab Emirates Investment Bank PJSC,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Arab investors,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Arabian Investment & Development Est,P3 · Secondary,Professional & Financial,Banking & Financial Services,
ArabianChain Technologies,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Ardent Advisory & Accounting LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Argentum Law Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Arqaam Capital,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Asas Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Asset and Keys Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Assiss Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Asteco Property Management,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Atlas Financial Services,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Atlassian UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Atmatah IT Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Audit and More Auditors LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Auditspace,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Aurifer Middle East Tax Consultancy DMCC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Autodesk Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Automation Anywhere UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Avaya UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Axios Financial Consultancy,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Azam Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BAB AL HUSUN REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BANKiQ,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
BD&S Engineering Consultants,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BE Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
BEST HOME REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BEYOND Developments,P3 · Secondary,Professional & Financial,Real Estate & Property,
BITS Motorsports,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BMC Software Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
BNW Developments,P3 · Secondary,Professional & Financial,Real Estate & Property,
BURGAN COMMERCIAL CENTRE LLC,P3 · Secondary,Professional & Financial,Real Estate & Property,
BURJ AL SAADAH REAL ESTATE INV AND DEV LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Babuntu Asset Management Consultancy,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Backbase Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Backpack,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Baniyas Investment Developer,P3 · Secondary,Professional & Financial,Banking & Financial Services,
BankBuddy,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
BankOnUs,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Banker,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Banks Legal Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BearBull Global Investments Group,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Beehive,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Ben Consultants LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Bentley Reid,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Bentley Systems Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Berkshire Hathaway Specialty Insurance,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Best Apps Business Solutions,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Better Livings Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Betterhomes,P3 · Secondary,Professional & Financial,Real Estate & Property,
Big Bad Wolf Sharjah,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Bin Otaiba Investment Group,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Binayah Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
BitOasis,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Bitpanda MENA,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Blue One Properties,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Blue Ray Properties,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Bradfield Consulting Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Brightway Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Bulbul Luxe Living Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Bull & Bear Properties,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Burooj Properties,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Buy Sell Let Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Buzz Bee Studio,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
CBB by Driven - Forbes Global Properties,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CBRE UAE,P3 · Secondary,Professional & Financial,Real Estate & Property,
CDA Audit,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CES Investments,P3 · Secondary,Professional & Financial,Banking & Financial Services,
CITY LANDS REAL ESTATE,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CITY LIVING REAL STATE LLC,P3 · Secondary,Professional & Financial,Real Estate & Property,
CLA Emirates / United Auditing,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CNS Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
CRM Finance,P3 · Secondary,Professional & Financial,Banking & Financial Services,
CROWN REAL ESTATE INVESTMENT,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CSP Group Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CSQ Project Development Consultants,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Calyp Coworking Dubai,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Capgemini Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Careem Pay,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Castle Hall Alternatives International Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Casttio Properties,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Cavendish Maxwell,P3 · Secondary,Professional & Financial,Real Estate & Property,
Cavenwell Corporate Services (GM) Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Check Point Software UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Chescor Capital,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Chestertons MENA,P3 · Secondary,Professional & Financial,Real Estate & Property,
Chipin Corporation,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Cisco UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
City Properties Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Clara Formations Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Clarity Solutions,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Click2Secure,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Cloudera UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Cloudflare Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Clyde Services Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Codebase Technologies,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CoinMENA,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Colliers MENA,P3 · Secondary,Professional & Financial,Real Estate & Property,
Comfi,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Commercial Bank International,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Commvault UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Compare4Benefit,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Compliance Forte LLP,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Compound,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Confluent UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Consilium Partners Ltd,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Consultair,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Continental Real Estate,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Counsel Services Limited,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Creative Line Decor Cont.,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Credit & Capital Consultancies,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Credit Agricole Asset Management,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Creditors Management Solutions,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Crew Recruiting,P3 · Secondary,Professional & Financial,Consulting & Business Services,
CrowdStrike Middle East,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Crowe MAK LLP,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Crystal Bay Real Estate,P3 · Secondary,Professional & Financial,Banking & Financial Services,
Current Medicinal Chemistry,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Cushman & Wakefield Core,P3 · Secondary,Professional & Financial,Real Estate & Property,
D&B Properties,P3 · Secondary,Professional & Financial,Consulting & Business Services,
DAR AL ESTYTHMAR & AL TSWEQ & AL TATHMEN REAL ESTATE LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
DXC Technology UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
Damas Real Estate LLC,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Dar Al Emarat Real Estate Investment,P3 · Secondary,Professional & Financial,Consulting & Business Services,
Darktrace UAE,P3 · Secondary,Technology & Education,"Technology, Media & Marketing",
